bull_id,backfat_thickness,ribeye_area,marbling_score,dressing_percentage,subcutaneous_fat,visceral_fat,lean_meat_yield,residual_average_daily_gain,dry_matter_intake,yearling_weight,working_weight,birth_weight,calving_ease_direct,yearling_height,type_of_bull,age_at_collection,mature_height,mature_weight,price_of_semen,bull_name
612,0.5,12.1,2.5,57.7,1.3,0.3,60.7,3.5,0.4,867.9,824.5,81.0,9.0,57.1,Charolais,3.4,62.4,2140.8,48.7,Heroic Champion
613,0.4,15.4,6.3,65.5,0.8,0.3,56.4,2.1,3.7,548.1,950.1,70.3,1.0,50.6,Brahman,2.2,64.4,2062.7,62.5,Heroic Ruler
614,0.6,17.2,3.0,62.4,1.1,0.3,58.1,3.2,0.4,952.3,808.7,78.2,5.4,58.3,Charolais,3.3,55.9,1941.3,61.5,Heroic Protector
615,0.6,16.7,8.2,58.5,0.9,0.3,61.9,2.6,3.1,1035.0,1018.9,98.7,3.8,49.1,Gelbvieh,2.1,57.1,2161.6,40.7,Heroic Guardian
616,0.4,14.6,8.9,62.3,1.1,0.2,62.1,2.5,3.7,489.0,784.1,89.1,5.1,48.3,Brangus,4.9,58.5,1948.0,50.2,Heroic Alpha
617,0.4,14.3,9.5,56.6,1.0,0.1,56.6,1.9,1.3,661.2,1025.5,92.7,3.1,48.3,Gelbvieh,3.7,58.2,2537.7,70.5,Heroic Powerhouse
618,0.5,15.8,5.4,56.2,0.7,0.4,59.0,2.3,3.7,866.9,1086.5,106.4,3.0,52.9,Hereford,4.5,63.1,2264.6,53.9,Heroic Monster
619,0.5,16.4,5.1,58.8,1.1,0.3,56.4,2.3,5.2,986.8,979.1,75.1,4.9,54.2,Hereford,5.8,57.2,2436.3,48.7,Heroic Warrior
620,0.6,14.0,4.1,60.0,1.4,0.3,59.8,3.8,1.6,643.3,872.8,98.0,0.6,53.5,Brangus,5.8,57.6,1727.7,69.2,Heroic Warlord
621,0.5,16.1,9.2,59.0,1.0,0.3,56.6,2.5,-3.2,724.6,1037.5,102.8,3.6,53.1,Brahman,3.6,62.8,2620.2,32.0,Heroic Bruiser
622,0.4,12.5,7.4,64.3,0.5,0.2,55.9,2.6,1.4,1235.7,776.6,95.9,2.4,53.4,Brahman,2.2,64.6,1608.0,49.2,Heroic Brawler
623,0.6,15.1,8.2,62.0,1.1,0.2,58.6,2.7,1.5,655.9,775.1,97.6,2.4,53.0,Beefmaster,3.7,57.9,2104.8,57.8,Heroic Gladiator
624,0.4,15.5,5.0,61.1,0.9,0.4,70.0,3.2,2.6,924.5,705.5,105.4,3.8,48.2,Santa Gertrudis,2.2,70.5,1712.6,80.5,Heroic Giant
625,0.3,12.2,7.4,60.2,0.5,0.4,62.4,3.2,2.4,1157.5,843.8,94.4,4.1,54.7,Hereford,5.2,57.0,2352.0,35.6,Heroic Colossus
626,0.3,15.3,6.4,57.4,1.4,0.3,61.1,2.8,-2.0,703.5,1126.4,74.6,10.7,49.2,Brangus,2.6,69.5,2079.6,79.7,Heroic Titan
627,0.5,14.5,3.5,61.5,0.7,0.2,66.9,2.6,-0.3,1192.2,950.7,95.4,2.9,53.0,Santa Gertrudis,3.4,48.3,2111.6,51.1,Heroic Hulk
628,0.4,15.4,6.5,61.0,1.2,0.3,48.6,2.6,2.8,943.7,1005.4,86.4,2.5,51.7,Beefmaster,5.0,68.0,2283.6,54.3,Heroic Ram
629,0.3,13.9,5.7,61.2,0.8,0.5,59.6,2.0,0.4,698.6,952.8,89.2,8.0,49.5,Gelbvieh,1.7,56.7,1917.5,38.3,Heroic Heifer
630,0.4,18.7,4.6,62.0,0.5,0.2,63.3,2.6,4.4,832.7,721.5,99.0,4.8,50.5,Angus,5.7,53.0,2062.0,57.4,Heroic Buck
631,0.5,16.7,10.1,57.8,0.9,0.3,57.2,2.8,6.1,824.1,1138.8,59.4,3.4,50.5,Simmental,2.0,55.7,1970.0,75.7,Indomitable Bull
632,0.3,14.8,3.6,55.6,0.8,0.2,61.2,2.7,-1.8,889.2,922.0,96.1,3.3,53.1,Hereford,3.8,76.4,2604.7,29.8,Indomitable Stallion
633,0.5,16.6,4.8,60.8,0.6,0.4,56.3,2.2,2.9,767.0,765.2,96.2,4.3,55.8,Beefmaster,5.3,65.6,1578.7,45.7,Indomitable Sire
634,0.5,18.1,1.5,56.4,0.6,0.2,61.3,2.3,2.8,906.0,1001.9,95.8,3.8,58.6,Brangus,1.9,57.9,1866.7,57.3,Indomitable Male
635,0.4,13.6,8.0,59.3,0.7,0.2,51.1,2.4,2.7,985.3,809.7,80.9,6.0,58.0,Santa Gertrudis,4.9,57.7,2456.3,57.7,Indomitable Bullfighter
636,0.5,17.7,5.3,57.1,0.7,0.2,64.6,2.6,6.8,1338.4,884.6,81.3,-0.2,55.7,Limousin,3.6,60.6,2547.8,66.9,Indomitable Beast
637,0.6,15.5,11.3,58.4,1.1,0.1,56.8,2.7,3.3,1136.5,707.1,84.7,1.7,55.0,Hereford,1.5,57.0,1903.4,47.8,Indomitable Brute
638,0.6,13.7,5.5,62.9,1.2,0.2,62.7,2.0,1.3,800.8,682.2,74.2,6.1,53.4,Charolais,4.1,55.7,1897.1,50.2,Indomitable Charger
639,0.7,14.4,10.1,61.7,1.4,0.3,61.3,3.9,2.3,760.4,890.7,94.6,6.3,54.0,Limousin,2.3,62.4,1897.3,43.1,Indomitable Dominator
640,0.4,15.2,9.9,58.6,0.7,0.3,65.0,2.7,3.7,996.5,974.0,69.6,3.7,56.5,Santa Gertrudis,6.2,66.2,2724.3,60.9,Indomitable Leader
641,0.4,15.5,5.7,58.3,0.7,0.4,50.5,2.8,3.8,595.1,670.7,85.6,6.0,52.6,Beefmaster,2.3,59.1,2124.7,40.0,Indomitable Fighter
642,0.4,14.5,7.7,59.9,0.9,0.4,58.0,2.6,2.6,825.7,1079.4,79.6,3.0,58.3,Charolais,3.3,60.1,2310.0,35.8,Indomitable Champion
643,0.5,18.4,6.7,59.0,0.9,0.3,47.3,2.2,0.9,779.4,1081.9,85.7,4.1,49.9,Beefmaster,1.3,60.4,2015.6,56.0,Indomitable Ruler
644,0.5,16.0,4.7,55.3,0.7,0.3,67.1,2.5,2.6,724.0,893.6,93.9,4.9,49.7,Gelbvieh,3.4,59.9,1738.5,48.2,Indomitable Protector
645,0.5,16.3,9.1,57.6,0.9,0.3,49.5,2.1,1.0,864.7,844.9,108.0,3.0,54.2,Gelbvieh,1.4,62.2,1977.9,45.6,Indomitable Guardian
646,0.4,13.2,6.9,60.3,0.9,0.2,58.4,1.5,3.2,643.6,728.7,66.2,6.3,59.7,Angus,1.2,64.6,2290.9,44.4,Indomitable Alpha
647,0.6,16.7,4.7,57.3,0.9,0.3,61.3,2.5,2.6,677.2,933.7,75.4,1.4,49.8,Beefmaster,4.3,57.6,2068.1,43.8,Indomitable Powerhouse
648,0.4,13.8,3.1,60.3,0.5,0.3,61.2,2.9,6.3,720.0,912.3,65.4,6.1,52.1,Hereford,1.6,53.8,1684.2,46.8,Indomitable Monster
649,0.6,14.6,8.5,59.1,0.8,0.4,58.9,2.3,4.7,628.9,1071.6,86.9,5.6,50.2,Angus,4.4,51.6,2042.6,44.1,Indomitable Warrior
650,0.6,13.7,6.1,61.0,0.7,0.2,58.9,2.2,2.5,999.1,1082.5,118.4,6.0,49.8,Brangus,2.8,62.0,1930.5,67.7,Indomitable Warlord
651,0.4,14.3,5.2,59.5,0.7,0.4,58.2,2.1,3.5,767.7,795.6,76.5,0.5,57.3,Brangus,3.3,60.5,1933.2,54.6,Indomitable Bruiser
652,0.4,14.6,6.3,62.4,1.3,0.3,65.2,2.0,4.7,1019.6,883.8,91.0,4.5,55.3,Simmental,3.3,60.5,2284.4,42.3,Indomitable Brawler
653,0.6,12.8,4.2,59.4,1.1,0.3,56.7,2.4,2.1,1042.2,1143.2,92.0,3.8,51.7,Brahman,3.4,62.9,1960.7,54.8,Indomitable Gladiator
654,0.4,12.9,7.0,59.1,0.9,0.2,62.2,2.5,0.7,787.8,1117.4,110.3,0.7,49.9,Hereford,5.4,65.3,1883.5,55.7,Indomitable Giant
655,0.6,18.2,12.0,58.3,1.0,0.3,59.3,3.1,6.3,1139.3,969.0,82.4,6.5,53.1,Brangus,4.0,69.3,2453.2,56.8,Indomitable Colossus
656,0.6,15.6,5.7,61.4,1.0,0.2,56.8,1.9,1.0,1038.9,1110.4,84.7,3.5,52.9,Brangus,1.5,56.0,2111.2,76.2,Indomitable Titan
657,0.5,12.8,8.1,59.5,0.8,0.4,57.3,2.2,3.2,507.4,930.4,84.0,3.1,53.5,Brahman,5.3,45.7,2084.4,43.2,Indomitable Hulk
658,0.6,15.2,7.2,59.2,0.6,0.1,60.9,2.3,2.7,810.6,1018.6,116.4,1.9,50.7,Angus,3.4,58.0,1911.7,73.5,Indomitable Ram
659,0.5,16.8,-0.5,61.0,1.0,0.3,61.2,1.0,1.1,1190.2,980.7,70.6,7.9,53.6,Charolais,-0.8,62.9,1851.9,74.0,Indomitable Heifer
660,0.6,15.5,7.9,63.4,0.8,0.3,60.2,2.3,6.5,1002.2,959.3,120.5,3.8,59.5,Brangus,3.3,62.2,2176.8,56.7,Indomitable Buck
661,0.4,13.3,6.5,60.4,1.0,0.3,70.9,2.9,5.7,889.1,797.0,91.3,5.5,46.6,Santa Gertrudis,1.6,65.7,1621.0,78.7,Sturdy Bull
662,0.5,13.1,6.1,57.5,1.0,0.2,53.8,2.5,2.1,583.3,975.2,60.8,2.2,52.3,Limousin,4.5,65.0,2117.8,47.1,Sturdy Stallion
663,0.6,14.2,10.3,62.0,1.1,0.4,59.9,2.2,4.8,1060.4,1084.6,92.4,2.9,56.3,Brahman,3.5,54.5,1771.8,61.2,Sturdy Sire
664,0.4,14.7,3.4,57.2,1.1,0.3,54.2,1.8,4.9,594.9,747.7,94.5,2.9,53.7,Santa Gertrudis,6.7,50.3,2461.5,39.3,Sturdy Male
665,0.8,11.3,4.4,64.1,0.7,0.2,55.4,2.0,-2.4,384.7,838.3,101.5,4.5,52.1,Beefmaster,5.1,65.7,3011.6,79.2,Sturdy Bullfighter
666,0.5,13.2,8.5,62.4,1.2,0.2,59.2,2.6,2.4,764.5,1059.0,102.1,2.9,58.8,Hereford,3.0,66.1,1999.1,61.3,Sturdy Beast
667,0.4,14.0,1.4,61.4,0.7,0.4,57.3,3.6,0.3,624.9,1276.0,92.0,3.9,53.8,Simmental,2.7,59.6,2026.8,43.5,Sturdy Brute
668,0.4,14.4,6.6,61.8,1.4,0.2,60.3,2.7,1.6,922.0,970.5,75.9,3.5,52.7,Beefmaster,2.5,59.3,1874.7,80.9,Sturdy Charger
669,0.7,12.0,2.1,60.5,0.8,0.2,68.3,2.5,4.1,1026.6,851.2,85.4,2.3,51.4,Santa Gertrudis,2.1,59.7,2348.1,37.8,Sturdy Dominator
670,0.6,16.3,9.8,63.1,1.0,0.2,62.6,3.0,3.7,648.9,909.8,93.6,9.0,57.5,Brahman,2.8,57.6,2005.8,51.3,Sturdy Leader
671,0.6,15.7,4.5,60.4,1.1,0.3,57.6,2.3,1.5,660.0,758.6,83.1,1.1,56.0,Brangus,6.4,66.5,2486.1,59.4,Sturdy Fighter
672,0.4,11.1,4.5,64.4,0.6,0.3,64.4,1.8,1.9,1100.8,862.3,80.8,5.3,56.1,Angus,2.1,59.9,1932.5,38.4,Sturdy Champion
673,0.5,13.4,5.5,60.2,0.8,0.3,67.3,1.6,3.6,787.9,970.0,101.0,3.5,52.6,Charolais,2.3,52.2,1675.2,60.1,Sturdy Ruler
674,0.7,12.2,8.3,60.5,0.9,0.2,58.0,3.0,-0.7,1084.1,990.7,101.6,5.5,51.8,Santa Gertrudis,4.3,58.9,1935.8,58.5,Sturdy Protector
675,0.5,14.7,4.1,59.8,0.8,0.3,67.5,2.7,3.8,830.7,986.6,96.0,2.4,55.5,Simmental,6.1,54.6,1914.6,44.1,Sturdy Guardian
676,0.5,16.0,4.8,57.5,0.7,0.5,67.3,3.2,4.9,793.0,1172.1,103.3,3.6,58.8,Limousin,4.1,62.2,1599.2,61.7,Sturdy Alpha
677,0.5,12.5,7.5,62.7,0.8,0.4,60.7,1.9,3.9,778.6,874.0,73.4,3.7,54.9,Angus,3.5,57.6,1832.7,43.8,Sturdy Powerhouse
678,0.6,15.8,4.1,57.5,0.7,0.2,60.9,3.0,1.1,705.9,932.0,106.5,3.1,58.5,Angus,3.6,60.1,2299.4,69.2,Sturdy Monster
679,0.5,12.6,8.8,59.9,0.7,0.4,65.9,2.4,1.3,812.7,1055.6,67.9,4.1,51.0,Hereford,2.4,61.1,1772.6,48.7,Sturdy Warrior
680,0.5,16.5,4.5,63.2,0.9,0.3,58.3,2.4,-0.5,1096.9,854.6,111.3,3.8,55.7,Simmental,5.0,59.5,2231.6,83.7,Sturdy Warlord
681,0.5,13.8,6.0,56.0,1.0,0.2,53.4,2.7,4.3,770.6,905.0,95.6,6.4,58.8,Brangus,1.6,58.2,2043.5,52.1,Sturdy Bruiser
682,0.5,12.8,6.6,60.3,1.4,0.1,59.3,2.1,1.5,828.3,954.7,98.8,0.8,56.2,Santa Gertrudis,3.7,58.3,2090.4,64.8,Sturdy Brawler
683,0.4,13.3,3.3,57.8,0.9,0.2,63.2,3.3,1.1,1248.7,1062.6,96.1,4.0,56.0,Santa Gertrudis,1.9,60.3,1748.3,81.0,Sturdy Gladiator
684,0.5,16.2,3.7,61.9,1.0,0.4,65.2,2.7,1.0,662.4,804.1,105.9,5.8,53.0,Brahman,4.4,67.3,2087.6,41.0,Sturdy Giant
685,0.5,13.5,8.3,59.1,0.9,0.2,52.5,2.0,2.7,849.5,913.4,73.3,2.3,48.7,Brahman,3.0,61.1,2073.2,52.8,Sturdy Colossus
686,0.4,16.7,11.1,55.3,0.8,0.4,60.2,2.8,2.6,935.7,704.9,100.1,3.1,54.1,Gelbvieh,0.3,65.6,1856.3,85.4,Sturdy Titan
687,0.4,17.8,3.1,60.1,0.9,0.4,60.6,2.3,0.5,687.6,1180.1,71.9,3.3,56.2,Gelbvieh,2.8,56.7,2211.2,79.0,Sturdy Hulk
688,0.5,12.2,3.8,56.3,0.3,0.2,61.4,3.5,1.9,683.0,864.0,94.6,5.6,57.5,Hereford,5.4,61.5,2487.6,61.8,Sturdy Ram
689,0.3,16.5,2.2,60.1,1.1,0.3,67.0,2.5,-0.6,991.6,655.8,101.3,5.9,52.9,Angus,3.9,65.9,1932.1,70.7,Sturdy Heifer
690,0.5,15.6,8.1,60.7,1.0,0.3,57.3,2.8,2.7,776.7,924.3,90.0,4.2,55.0,Hereford,6.2,67.4,2170.1,26.1,Sturdy Buck
691,0.5,15.1,6.3,61.9,0.4,0.3,63.4,1.9,-2.3,637.5,871.6,112.9,3.4,53.2,Santa Gertrudis,2.3,57.1,1911.3,57.4,Solid Bull
692,0.4,11.4,-0.1,62.1,0.9,0.3,55.8,3.1,1.7,975.2,850.7,85.9,4.2,54.8,Beefmaster,5.2,66.0,1976.1,76.0,Solid Stallion
693,0.5,15.0,3.8,63.3,0.8,0.4,59.0,2.7,1.3,1212.7,881.1,70.6,3.8,54.8,Simmental,5.9,58.6,1911.9,71.8,Solid Sire
694,0.3,12.1,11.0,57.4,1.2,0.3,57.0,2.4,1.2,911.0,905.3,78.8,3.4,50.8,Limousin,4.4,64.0,1791.6,83.0,Solid Male
695,0.6,16.7,5.2,59.8,0.9,0.4,54.4,3.0,3.7,705.5,875.4,99.3,4.0,53.3,Charolais,3.1,58.4,2446.1,46.8,Solid Bullfighter
696,0.5,17.1,7.0,58.5,1.8,0.4,54.8,2.4,2.6,1350.0,977.7,69.8,6.7,49.3,Brahman,2.6,62.6,1792.3,55.3,Solid Beast
697,0.3,16.6,4.7,63.0,1.1,0.3,68.2,2.6,-0.8,1108.8,931.5,66.0,4.3,57.0,Hereford,2.4,63.1,2161.2,60.7,Solid Brute
698,0.4,17.7,6.5,62.3,1.2,0.3,62.6,2.0,2.0,883.2,1154.6,82.0,5.3,53.9,Gelbvieh,1.3,61.8,1892.2,72.4,Solid Charger
699,0.6,10.6,10.1,55.8,0.9,0.3,68.2,2.3,-0.7,793.6,862.5,83.5,2.3,58.4,Santa Gertrudis,4.3,59.3,2411.5,61.0,Solid Dominator
700,0.6,13.7,5.2,60.9,0.5,0.3,65.4,2.5,0.0,970.5,659.6,63.5,2.7,57.2,Limousin,2.6,46.8,1625.3,52.0,Solid Leader
701,0.5,18.1,7.9,58.0,0.4,0.3,67.9,2.1,0.1,611.9,955.1,98.3,7.2,55.4,Hereford,2.5,53.5,1750.7,55.7,Solid Fighter
702,0.4,18.1,3.8,60.3,1.1,0.4,58.7,1.6,4.5,594.0,898.8,75.7,5.4,54.9,Hereford,4.0,55.0,3162.7,58.8,Solid Champion
703,0.6,13.9,7.7,63.4,0.3,0.3,55.4,2.8,0.0,520.7,1113.8,130.3,5.5,56.1,Simmental,3.5,54.0,2056.7,69.8,Solid Ruler
704,0.4,14.9,8.8,59.4,0.7,0.3,63.5,3.1,2.2,787.3,719.3,135.5,6.2,57.4,Brangus,3.5,53.1,2085.8,40.2,Solid Protector
705,0.4,17.8,8.6,52.8,0.8,0.4,74.1,3.2,6.9,842.6,736.0,75.8,4.8,50.7,Santa Gertrudis,4.3,57.3,1931.6,54.7,Solid Guardian
706,0.4,14.6,3.9,59.3,-0.0,0.5,67.4,3.0,1.5,763.8,727.2,83.7,4.5,51.1,Simmental,4.2,58.3,1400.3,65.5,Solid Alpha
707,0.6,12.9,5.9,55.4,1.4,0.3,69.2,2.5,2.6,739.4,844.4,92.3,3.4,52.5,Beefmaster,1.7,53.6,2060.4,50.8,Solid Powerhouse
708,0.2,13.8,2.7,64.4,0.6,0.5,53.3,2.0,1.4,527.7,1039.5,108.4,0.9,53.9,Brahman,2.0,64.6,2257.0,39.8,Solid Monster
709,0.6,11.3,6.4,57.1,1.0,0.2,62.8,2.4,-0.6,516.5,975.9,85.9,2.8,54.7,Brahman,3.8,62.7,1751.4,52.1,Solid Warrior
710,0.6,15.5,6.9,60.0,1.2,0.2,56.5,2.9,5.1,840.2,1035.4,97.8,6.0,52.7,Hereford,5.9,61.6,1344.1,49.0,Solid Warlord
711,0.5,12.7,10.4,58.1,0.6,0.1,55.8,2.2,1.2,817.9,1058.6,55.3,2.8,49.3,Gelbvieh,1.9,63.5,1477.9,72.2,Solid Bruiser
712,0.5,14.5,4.2,53.2,1.0,0.3,61.2,2.2,4.9,1067.3,552.2,72.0,2.7,52.6,Hereford,4.7,56.3,1850.8,35.8,Solid Brawler
713,0.6,12.4,5.9,57.7,0.4,0.3,66.1,3.0,3.3,853.4,869.1,101.5,5.1,56.8,Brangus,2.4,59.9,2036.4,69.9,Solid Gladiator
714,0.4,13.7,6.6,63.0,0.5,0.3,61.5,2.0,4.6,733.7,1325.7,64.3,3.3,50.4,Angus,5.4,60.9,2207.6,67.3,Solid Giant
715,0.4,16.1,5.7,62.5,0.7,0.2,62.0,2.2,0.0,625.4,1106.5,103.5,2.5,49.9,Beefmaster,3.7,59.1,1917.9,65.3,Solid Colossus
716,0.4,17.0,12.4,63.8,1.2,0.4,58.7,1.6,3.8,1001.4,735.9,97.8,4.4,54.2,Angus,7.0,55.5,1624.8,61.2,Solid Titan
717,0.7,14.4,1.1,60.2,1.0,0.2,57.5,3.0,0.5,571.2,857.5,56.3,5.0,57.3,Charolais,4.3,48.9,2029.8,61.0,Solid Hulk
718,0.5,12.5,8.4,60.8,1.1,0.2,58.9,2.0,1.5,998.9,1224.8,67.7,3.6,50.1,Hereford,5.7,52.9,1858.7,70.1,Solid Ram
719,0.6,16.9,9.0,60.6,1.5,0.3,58.3,2.3,0.5,871.6,947.4,85.6,5.8,54.6,Santa Gertrudis,2.7,60.1,1958.1,57.9,Solid Heifer
720,0.5,12.4,7.9,59.1,0.3,0.3,58.5,3.2,1.5,886.3,912.2,113.9,5.2,54.3,Brangus,5.6,58.9,1930.3,27.2,Solid Buck
721,0.4,13.9,6.1,61.0,1.0,0.3,63.5,2.5,0.0,962.5,798.9,65.5,3.1,49.3,Simmental,3.2,55.5,1942.9,26.2,Intrepid Bull
722,0.4,14.3,2.7,54.7,0.9,0.3,61.3,2.7,2.7,974.0,891.9,112.9,-0.2,51.3,Brahman,4.5,59.4,1850.7,74.4,Intrepid Stallion
723,0.6,15.3,9.7,63.2,0.8,0.2,58.1,3.0,3.9,898.2,753.7,98.0,3.8,54.5,Hereford,2.8,66.2,2218.7,71.2,Intrepid Sire
724,0.6,16.2,5.0,60.3,1.0,0.2,60.8,3.8,6.2,928.2,728.6,84.7,4.5,56.8,Gelbvieh,5.3,64.6,2010.1,35.3,Intrepid Male
725,0.5,14.4,3.0,59.7,0.6,0.4,55.3,2.3,-1.0,996.7,1127.2,119.1,3.3,51.9,Charolais,4.1,62.5,2058.4,72.0,Intrepid Bullfighter
726,0.4,16.3,6.1,59.7,0.9,0.3,61.3,2.1,1.5,793.0,960.2,71.8,4.6,53.7,Angus,3.6,65.8,1649.0,61.9,Intrepid Beast
727,0.4,17.0,10.4,58.6,1.4,0.3,55.6,2.7,3.6,897.7,1068.8,92.7,2.6,60.8,Beefmaster,5.3,55.4,1671.5,57.3,Intrepid Brute
728,0.4,16.0,2.8,60.8,0.8,0.3,66.0,1.8,1.8,780.6,977.4,46.5,1.9,51.0,Angus,4.0,59.0,1737.1,71.1,Intrepid Charger
729,0.8,15.8,7.5,60.3,0.3,0.4,56.0,2.6,4.1,1006.7,1062.4,77.7,1.8,54.0,Beefmaster,5.3,56.5,2461.8,43.4,Intrepid Dominator
730,0.6,14.9,5.3,60.6,0.9,0.4,56.3,2.6,-1.3,740.8,1061.4,85.4,4.7,50.5,Angus,5.8,67.3,1797.3,69.6,Intrepid Leader
731,0.6,17.9,3.1,61.1,0.6,0.1,55.4,2.5,-2.5,995.0,1189.5,76.3,1.3,51.8,Brangus,4.6,57.8,1807.9,46.6,Intrepid Fighter
732,0.5,14.3,6.9,54.6,1.1,0.3,63.4,2.3,-0.5,676.3,678.3,78.7,3.7,49.7,Brangus,2.8,68.7,2732.4,38.5,Intrepid Champion
733,0.5,14.5,7.9,55.4,1.1,0.2,55.1,2.6,1.8,645.1,754.0,90.6,5.0,53.8,Angus,4.7,60.4,2003.5,45.0,Intrepid Ruler
734,0.5,14.9,7.9,60.2,0.9,0.3,66.7,3.3,-0.8,698.7,810.0,90.3,2.4,57.7,Hereford,3.9,54.9,1002.6,36.5,Intrepid Protector
735,0.5,13.9,6.9,59.4,0.6,0.3,62.8,1.9,3.2,810.6,979.8,61.7,3.5,55.2,Beefmaster,3.4,60.5,2013.5,59.2,Intrepid Guardian
736,0.6,11.1,6.2,57.5,1.0,0.3,72.7,2.2,2.7,774.6,891.0,106.4,5.3,53.2,Charolais,4.2,60.6,1880.2,54.2,Intrepid Alpha
737,0.5,12.0,4.6,59.5,0.8,0.3,59.9,1.5,-2.0,1072.6,887.5,79.5,6.1,54.8,Gelbvieh,1.9,68.5,1761.7,50.4,Intrepid Powerhouse
738,0.6,16.3,7.2,60.7,1.3,0.3,53.7,3.3,3.7,830.6,926.7,97.1,0.8,51.4,Hereford,2.3,67.8,2587.0,69.1,Intrepid Monster
739,0.6,16.3,8.2,64.2,0.5,0.4,61.2,2.1,2.1,789.1,1153.2,106.3,0.4,57.2,Santa Gertrudis,1.7,54.4,1962.9,72.2,Intrepid Warrior
740,0.4,10.9,7.1,62.6,0.7,0.3,54.3,2.9,-0.5,748.0,886.5,100.1,5.0,53.2,Brahman,5.6,65.8,1961.2,74.0,Intrepid Warlord
741,0.6,13.9,7.6,58.6,0.8,0.3,65.5,2.7,1.6,779.4,774.4,96.0,7.7,59.2,Brahman,2.6,54.6,1507.9,71.8,Intrepid Bruiser
742,0.7,15.6,10.5,60.7,1.2,0.3,56.5,3.3,2.1,1189.9,1082.8,83.6,2.1,50.0,Hereford,4.8,55.1,2375.2,29.7,Intrepid Brawler
743,0.6,16.0,4.3,60.3,0.9,0.3,61.9,3.2,-0.1,799.6,821.8,96.2,5.4,53.5,Brahman,4.9,62.7,2053.7,28.1,Intrepid Gladiator
744,0.5,12.0,4.6,61.6,0.9,0.3,61.9,2.2,0.3,839.0,865.8,96.7,3.3,58.5,Beefmaster,1.6,63.1,2273.6,64.6,Intrepid Giant
745,0.5,15.2,6.2,59.9,0.8,0.3,60.6,2.8,3.8,914.9,711.8,68.8,1.5,51.0,Santa Gertrudis,3.4,56.4,1940.5,55.1,Intrepid Colossus
746,0.5,16.6,3.6,65.3,1.3,0.1,63.6,2.2,1.9,643.1,988.3,84.3,5.0,59.1,Brangus,3.2,63.0,1808.2,54.8,Intrepid Titan
747,0.4,14.8,6.7,65.5,0.7,0.3,61.1,2.4,8.5,726.2,780.8,99.9,4.5,52.6,Simmental,3.2,69.1,1973.6,63.5,Intrepid Hulk
748,0.5,13.1,8.2,61.9,0.4,0.1,62.8,3.2,1.6,996.0,805.3,80.9,5.9,56.1,Simmental,4.0,61.2,2598.6,57.0,Intrepid Ram
749,0.4,16.8,6.0,58.1,0.5,0.3,67.8,2.6,1.0,970.9,895.3,93.5,2.5,57.0,Simmental,3.2,57.3,1793.8,55.3,Intrepid Heifer
750,0.4,17.1,5.4,65.0,0.1,0.3,60.6,2.5,2.1,380.2,1046.6,120.7,5.1,49.7,Simmental,4.2,50.0,1552.2,35.6,Intrepid Buck
751,0.5,11.2,6.6,61.2,0.8,0.5,57.3,3.0,0.5,535.6,960.3,62.7,10.0,51.5,Brangus,5.1,60.7,2045.1,48.2,Dauntless Bull
752,0.6,16.7,6.8,58.9,1.0,0.4,53.2,2.1,0.5,1311.3,1064.1,100.9,7.2,50.6,Hereford,3.1,64.0,2018.1,60.6,Dauntless Stallion
753,0.6,14.7,4.2,57.6,1.3,0.3,62.5,2.0,1.9,1026.4,653.7,100.9,3.7,54.2,Simmental,3.3,56.3,2155.1,48.7,Dauntless Sire
754,0.6,15.9,4.0,62.6,0.3,0.3,60.7,2.1,2.1,1030.5,587.5,69.6,3.7,56.0,Gelbvieh,5.6,64.1,2010.7,46.5,Dauntless Male
755,0.4,16.9,5.5,55.7,1.7,0.3,60.5,3.0,0.2,869.9,1075.2,62.1,2.2,56.0,Limousin,4.8,54.9,1879.2,58.3,Dauntless Bullfighter
756,0.4,14.2,4.5,59.5,1.1,0.2,56.7,1.3,3.0,644.8,1197.2,86.9,5.8,52.3,Hereford,5.6,59.3,2525.3,52.4,Dauntless Beast
757,0.6,18.1,5.9,58.3,0.6,0.3,56.9,2.6,5.8,844.7,697.5,108.4,2.9,53.3,Gelbvieh,0.5,66.4,2283.9,59.7,Dauntless Brute
758,0.2,12.1,2.6,58.7,1.0,0.3,60.1,1.9,2.0,837.7,868.6,95.1,3.4,53.5,Hereford,3.8,68.1,1624.6,47.5,Dauntless Charger
759,0.4,14.1,7.2,57.8,0.8,0.4,60.4,2.9,3.1,1222.8,760.2,103.3,6.2,50.5,Beefmaster,2.6,58.5,1659.3,45.9,Dauntless Dominator
760,0.7,13.0,2.8,59.6,0.9,0.4,68.2,2.6,3.4,1029.4,1020.5,85.2,4.9,51.3,Brahman,2.2,62.3,1844.4,57.8,Dauntless Leader
761,0.5,13.1,2.3,61.5,-0.1,0.3,59.1,3.0,9.2,872.9,1021.1,107.0,8.0,53.8,Beefmaster,2.6,64.5,2111.6,48.8,Dauntless Fighter
762,0.5,17.5,6.2,59.5,0.9,0.2,58.9,2.3,-1.3,556.5,778.5,71.6,2.8,49.4,Angus,4.2,54.2,2138.6,59.4,Dauntless Champion
763,0.4,14.8,3.4,57.4,0.9,0.2,54.9,2.4,2.1,792.3,799.5,81.1,2.7,52.3,Gelbvieh,6.3,54.3,1677.7,56.3,Dauntless Ruler
